,anime_id,title,title_english,genre
5278,8476,Otome Youkai Zakuro,Zakuro,"Demons, Historical, Military, Romance, Seinen, Supernatural"
5279,8479,Hetalia World Series,Hetalia World Series,"Comedy, Historical, Parody"
5280,8481,"""Bungaku Shoujo"" Memoire",,"Drama, Romance, School"
5281,8486,Kihei Senki Legacies,,"Fantasy, Mecha"
5282,8487,Onigamiden,Legend of the Millennium Dragon,"Action, Demons, Supernatural"
5283,8490,Digimon Adventure 3D: Digimon Grand Prix!,,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports"
5284,8491,Digimon Savers 3D: Digital World Kiki Ippatsu!,,"Action, Adventure, Fantasy, Kids, Supernatural"
5285,8493,Gegege no Kitarou: Kitarou no Yuurei Densha,Gegege no Kitarou: Kitarou&#039;s Ghost Train,"Adventure, Super Power, Demons, Supernatural"
5286,8495,Mahoutsukai Haley no Speed Story,,"Kids, Magic, Fantasy"
5287,8496,Neko Neko Fantasia,Kitty-Cat Fantasia,Comedy
5288,8500,Haguregumo,,"Comedy, Historical, Samurai, Seinen"
5289,8503,Fushigi Mahou Fun Fun Pharmacy,,"Kids, Magic"
5290,8507,Ikkitousen: Xtreme Xecutor Specials,,"Comedy, Ecchi"
5291,8514,Break Blade 2: Ketsubetsu no Michi,Broken Blade 2,"Action, Fantasy, Mecha, Military, Shounen"
5292,8516,Baka to Test to Shoukanjuu Ni!,Baka & Test – Summon the Beasts 2,"Comedy, Super Power, Romance, School"
5293,8518,Mai-Otome Special: Otome no Inori,,"School, Slice of Life"
5294,8523,Sukeban Shoukai Cutie Lemon,,Hentai
5295,8524,The Kabocha Wine: Nita no Aijou Monogatari,,"Slice of Life, Comedy, Romance, School"
5296,8525,Kami nomi zo Shiru Sekai,The World God Only Knows,"Comedy, Harem, Romance, Shounen, Supernatural"
5297,8526,Honey Tokyo,Honey Tokyo,Sci-Fi
5298,8532,Katekyo Hitman Reborn! Special,,"Comedy, Shounen"
5299,8533,Hana no Kage,Shadow of the Cherry Blossoms,"Demons, Drama, Historical, Romance"
5300,8536,Fortune Arterial: Akai Yakusoku,,"Comedy, Romance, School, Supernatural, Vampire"
5301,8538,Gokujou!! Mecha Mote Iinchou Second Collection,The Best!! Extremely Cool Student Council President Second Collection,"Comedy, Romance, School, Shoujo"
5302,8539,Toilet no Hanako-san,,Horror
5303,8542,Shin Ace wo Nerae!,New Aim for the Ace!,"Drama, Romance, School, Shoujo, Sports"
5304,8546,"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken","Dr. Slump: ""Hoyoyo!"" Space Adventure","Comedy, Sci-Fi, Shounen"
5305,8547,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,"Dr. Slump and Arale-chan: Hoyoyo! City of Dreams, Mechapolis","Comedy, Sci-Fi, Shounen"
5306,8548,Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,Dr. Slump and Arale-chan: Hoyoyo!! Follow the Rescued Shark...,"Comedy, Sci-Fi, Shounen"
5307,8550,Dr. Slump Movie 10: Arale no Bikkuriman,Doctor Slump: Arale&#039;s Surprise,"Comedy, Sci-Fi, Shounen"
5308,8551,Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,Dr. Slump: Dr. Mashirito and Abale-chan,"Comedy, Sci-Fi, Shounen"
5309,8553,Time Bokan Series: Time Patroltai Otasukeman,,"Action, Adventure, Comedy, Sci-Fi"
5310,8554,Hashire Melos (1981),Run Melos,"Historical, Drama"
5311,8557,Shinryaku! Ika Musume,The Squid Girl,"Comedy, Shounen, Slice of Life"
5312,8560,"Kyou, Koi wo Hajimemasu",Today We Start Our Love,"Romance, School, Shoujo"
5313,8563,Chikyuu Monogatari Telepath 2500,Earth Story Telepath 2500,"Adventure, Drama, Sci-Fi"
5314,8574,Aoi Taiken,,Hentai
5315,8577,Aki-Sora: Yume no Naka,,"Ecchi, Romance, Seinen, Yuri"
5316,8584,Future War 198X-nen,Future War Year 198X,"Military, Drama"
5317,8598,Yuki,Yuki: Snow Fairy,"Adventure, Demons, Fantasy"
5318,8599,Mayoi Neko Overrun! Specials,,"Comedy, Ecchi"
5319,8603,Tegami: Haikei Juugo no Kimi e,,"School, Music, Slice of Life"
5320,8604,Oshiri Kajiri Mushi,,"Comedy, Music"
5321,8609,Detective Conan OVA 10: Kid in Trap Island,,"Adventure, Comedy, Mystery, Police, Shounen"
5322,8619,Ladies versus Butlers! Tokuten Disc Music Clip,,"Ecchi, Music"
5323,8624,Digimon Xros Wars,Digimon Fusion,"Action, Adventure, Comedy, Fantasy, Shounen"
5324,8626,Good Morning,,"Slice of Life, Music"
5325,8628,Chains & Rings,Chains & Rings,"Fantasy, Music"
5326,8630,Hidan no Aria,Aria the Scarlet Ammo,"Action, Comedy, Romance, School"
5327,8631,YanYan Machiko,,"Slice of Life, Comedy"
5328,8632,Chuuzumou,,Comedy
5329,8634,Koisuru Boukun,,"Comedy, Romance, Yaoi"
5330,8635,Shin Koihime†Musou: Live Revolution,,"Ecchi, Music"
5331,8643,Asatte Dance,Dance Till Tomorrow,"Ecchi, Comedy, Romance, Drama, Seinen"
5332,8645,Kitte no Nai Okurimono,,"Kids, Music"
5333,8646,44-hiki no Neko,,"Kids, Music"
5334,8647,Self-Portrait,Animated Self Portraits A Portrait of Kawamoto,"Comedy, Demons"
5335,8648,Break Blade Picture Drama,Broken Blade Picture Drama,"Fantasy, Comedy"
5336,8651,Newmanoid Cam: Cam Castin,,Hentai
5337,8652,Arbeit Shiyo!!,Let&#039;s Arbeit!,Hentai
5338,8653,Mahou Shoujo Isuka,,Hentai
5339,8654,I☆Can,,Hentai
5340,8655,Bijukubo,,Hentai
5341,8659,I&#039;m Here with You,,"Music, Kids"
5342,8660,Minarai Chameleon,,"Comedy, Kids, Music"
5343,8661,Chimuchimucheri ChimChimCheree,,"Music, Slice of Life, Kids"
5344,8663,Yokoo&#039;s 3 Animation Films,,"Psychological, Romance"
5345,8664,"Slime Boukenki: Umi da, Yeah!",,"Action, Adventure, Comedy, Fantasy, Game"
5346,8666,Mazinkaiser SKL,,"Adventure, Comedy, Mecha, Sci-Fi, Shounen"
5347,8667,Koi Hanabi,,"Fantasy, Music"
5348,8668,Seikon no Qwaser Picture Drama,The Qwaser Of Stigmata Picture Drama,Ecchi
5349,8669,Anokoro no Namida wa,,"Music, Slice of Life, Kids"
5350,8671,Raja Maharaja,,"Music, Slice of Life"
5351,8675,Seitokai Yakuindomo,,"Comedy, School, Shounen, Slice of Life"
5352,8676,Amagami SS,Amagami SS,"Slice of Life, Comedy, Romance, School"
5353,8677,Sangokushi (1985),,Historical
5354,8678,Sangokushi II: Amakakeru Otoko-tachi,,"Action, Historical"
5355,8679,Saboten ga Nikui,,"Comedy, Music, Kids"
5356,8680,Fuyu no Yoru no Ohanashi,,"Music, Slice of Life, Kids"
5357,8681,Kitakaze Kozou no Kantarou,,"Samurai, Music"
5358,8682,Television,,Horror
5359,8687,Doraemon (2005),,"Sci-Fi, Comedy, Kids, Shounen"
5360,8689,Born by Myself,,"Dementia, Psychological"
5361,8696,Shiroi Michi,,Music
5362,8697,Mizutori,,Music
5363,8701,Apartment!,,"Slice of Life, Comedy"
5364,8704,Uchuu Hikoushi no Uta,,"Fantasy, Music, Kids"
5365,8705,Phantom: Requiem for the Phantom Picture Drama,,Comedy
5366,8706,SOS TV Walpurgis Night Fever,,"Comedy, Sci-Fi"
5367,8707,Wakusei Robo Danguard Ace tai Konchuu Robot Gundan,,"Mecha, Sci-Fi"
5368,8709,Pokemon: Pikachu Koori no Daibouken,Pikachu&#039;s Great Ice Adventure,"Adventure, Comedy, Fantasy, Kids"
5369,8710,SOS TV Walpurgis Night Fever Episode 0,,"Comedy, Sci-Fi"
5370,8713,Akai Ito,,"Drama, Romance, Slice of Life"
5371,8716,Arigatou Thank You,,"Sci-Fi, Music, Space, Comedy, Kids"
5372,8717,Kumo ga Haretara,,Music
5373,8718,Itsumademo Tabibito,,"Drama, Music"
5374,8719,Donna Donna,,"Music, Slice of Life, Kids"
5375,8722,Ten no Kawa,,"Fantasy, Music"
5376,8723,Anime Rakugo Kan,,Comedy
5377,8724,Nobiro Nobiro Daisuki na Ki,,"Fantasy, Music"
5378,8726,Soredemo Machi wa Mawatteiru,And Yet The Town Moves,"Comedy, Slice of Life"
5379,8728,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama,,"School, Supernatural"
5380,8729,Omoide no Album,,"Music, Slice of Life, Kids, School"
5381,8730,Metropolitan Museum,,"Music, Kids, Fantasy"
5382,8731,Akai Boushi,,"Music, Kids"
5383,8732,Yuuki Hitotsu wo Tomo ni Shite,,Music
5384,8733,Tousan no Tsukutta Uta,,"Music, Fantasy"
5385,8740,One Piece Film: Strong World Episode 0,,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
5386,8743,Memory (ONA),,"Drama, Military, Sci-Fi, Slice of Life"
5387,8745,Seikima II Humane Society: Jinrui Ai ni Michita Shakai,,"Action, Demons, Supernatural, Fantasy"
5388,8751,Kaijuu no Ballad,,"Music, Comedy, Fantasy"
5389,8752,Message Song,,Music
5390,8754,Tales of the Abyss Special Fan Disc,,"Comedy, Slice of Life"
5391,8756,Bishoujo Senshi Sailor Moon Memorial,Pretty Soldier Sailor Moon Memorial,"Demons, Magic, Romance, Shoujo"
5392,8765,Futarigurashi,,"Comedy, Ecchi, Romance"
5393,8767,Shin Tenchi Muyou! Specials,,"Comedy, Romance, Sci-Fi, Shounen"
5394,8768,Hiyokoi,,"Romance, School, Shoujo"
5395,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,OreImo,"Slice of Life, Comedy"
5396,8772,Happy Weekend,,"Music, Kids"
5397,8773,Nekko-kun,,"Music, Kids"
5398,8774,3-tsu no Hanashi,,"Kids, Fantasy"
5399,8777,Nobara no Julie,Julie the Wild Rose,"Adventure, Historical, Music, Drama"
5400,8778,Avignon no Hashi de,,"Music, Kids"
5401,8782,Hiyoko Gumo,,"Music, Kids, Fantasy"
5402,8783,Nezha Nao Hai,Prince Nezha&#039;s Triumph Against Dragon King,Kids
5403,8786,Inakappe Taishou,General Inakappe,"Comedy, Sports"
5404,8792,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,,Comedy
5405,8795,Panty & Stocking with Garterbelt,Panty & Stocking with Garterbelt,"Action, Comedy, Parody, Supernatural, Ecchi"
5406,8800,Senkou no Night Raid Specials,Night Raid 1931 Specials,"Action, Historical, Military, Super Power"
5407,8812,Alice SOS,,Adventure
5408,8815,Domo TV,,Comedy
5409,8829,Shounen Ashibe (TV),,"Comedy, Slice of Life"
5410,8837,Taimanin Asagi Special,,"Action, Demons, Hentai, Martial Arts, Supernatural"
5411,8839,Gundam Neo Experience 0087: Green Divers,,"Adventure, Space, Mecha"
5412,8840,Senkou no Night Raid: Yogen,Night Raid 1931: The Prophecy,"Action, Historical, Military, Super Power"
5413,8841,Kore wa Zombie Desu ka?,Is This a Zombie?,"Action, Comedy, Ecchi, Harem, Magic, Supernatural"
5414,8842,Oishinbo: Nichibei Kome Sensou,Oishinbo: The Japan-America Rice War,"Comedy, Seinen, Slice of Life"
5415,8848,"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!",,"Comedy, Seinen, Slice of Life"
5416,8853,Chouriki Robo Galatt,,"Action, Adventure, Comedy, Mecha, Sci-Fi"
5417,8855,Eiyuu Gaiden Mozaicka,,Fantasy
5418,8857,Nichijou: Nichijou no 0-wa,My Ordinary Life Episode 0,"Comedy, School, Slice of Life"
5419,8861,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",Yosuga no Sora,"Drama, Ecchi, Harem, Romance"
5420,8876,Koe de Oshigoto! The Animation,Koe de Oshigoto!,"Comedy, Ecchi, Seinen"
5421,8883,Kikou Heidan J-Phoenix: PF Lips Shoutai,,"Comedy, Mecha"
5422,8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Code Geass: Akito the Exiled - The Wyvern Arrives,"Action, Mecha, Military, Sci-Fi"
5423,8889,Majo Demo Steady,,"Comedy, Magic, Romance, Ecchi"
5424,8890,Nihon-ichi no Otoko no Tamashii,,"Comedy, Romance"
5425,8891,Nihon-ichi no Otoko no Tamashii 2,,"Comedy, Romance"
5426,8894,Yume-iro Pâtissière: Mune Kyun Tropical Island!,,"Kids, School, Shoujo"
5427,8896,Natsufuku no Shoujo-tachi,,"Drama, Historical"
5428,8898,Circuit Angel: Ketsui no Starting Grid,,"Action, Sports"
5429,8899,Kaitei Shounen Marine,Marine Boy,"Action, Adventure, Kids, Sci-Fi"
5430,8900,Saru Getchu: On Air 2nd,,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen"
5431,8908,Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,,"Comedy, School"
5432,8909,Tales of Symphonia The Animation: Tethe&#039;alla-hen Specials,,Comedy
5433,8915,Dantalian no Shoka,The Mystic Archives of Dantalian,"Action, Mystery, Historical, Supernatural"
5434,8917,Mouretsu Pirates,Bodacious Space Pirates,"Sci-Fi, Space"
5435,8918,Princess Lover! OVA,,Hentai
5436,8919,Licca-chan no Nichiyoubi,,Adventure
5437,8920,Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,,Horror
5438,8921,Believe,,"Action, Super Power, Music"
5439,8925,Kobe to Watashi,,"Comedy, Slice of Life"
5440,8928,Visions of Frank: Short Films by Japan&#039;s Most Audacious Animators,Visions of Frank,Dementia
5441,8934,Star Driver: Kagayaki no Takuto,Star Driver,"Action, Romance, Mecha, Shounen"
5442,8935,Nekketsu Uchuujin,Hot-blooded Alien,"Comedy, Sci-Fi"
5443,8936,Melody,,Drama
5444,8937,Toaru Majutsu no Index II,A Certain Magical Index II,"Action, Sci-Fi, Super Power, Magic"
5445,8939,Bohemian Rhapsody,,"Music, Sci-Fi, Space"
5446,8949,Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,Hamtaro: Ham-Hams Ahoy!,Kids
5447,8950,Akage no Anne: Green Gables e no Michi,,"Adventure, Slice of Life, Historical, Shoujo"
5448,8952,Nougyou Musume!,,Comedy
5449,8953,Nine,,"Action, School, Shounen, Sports"
5450,8955,Senjutsu Choukoukaku Orion,,"Action, Adventure, Comedy, Fantasy, Sci-Fi"
5451,8956,Denkou Chou Tokkyuu Hikarian,,"Action, Adventure, Kids"
5452,8958,Potecco Babies,,Comedy
5453,8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,,"Action, Comedy"
5454,8961,Tono to Issho: Ippunkan Gekijou,,"Comedy, Samurai, Seinen"
5455,8963,Stitch!: Piko Kara no Chousenjou,,"Adventure, Comedy, Kids"
5456,8964,Stitch!: Zutto Saikou no Tomodachi,,"Adventure, Comedy, Kids"
5457,8965,Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,,"Kids, Adventure, Comedy"
5458,8966,Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,Hamtaro: Ham-Ham Games,"Adventure, Comedy, Kids"
5459,8968,Shogi Hour,Shogi Hour,"Parody, Game, Comedy"
5460,8972,Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,,"Magic, Shoujo"
5461,8985,Yojouhan Shinwa Taikei Specials,The Tatami Galaxy Specials,Comedy
5462,8986,Supernatural The Animation,,"Action, Demons, Horror, Supernatural"
5463,8987,Princess Knight☆Catue,,Hentai
5464,8993,Juliet,,"Hentai, Comedy, Supernatural"
5465,8995,Tales of Symphonia The Animation: Sekai Tougou-hen,,"Action, Adventure, Magic, Martial Arts, Fantasy"
5466,9000,Toaru Hikuushi e no Tsuioku,The Princess and the Pilot,"Adventure, Military, Romance"
5467,9001,Je T&#039;aime,,Sci-Fi
5468,9002,True Tears: Raigomaru to Jibeta no Monogatari,,Kids
5469,9005,To Heart 2 Adnext,,"Comedy, Harem, Romance"
5470,9006,Rei Zero,,Hentai
5471,9008,Netorare Fighter Yaricchingu!,,Hentai
5472,9009,Otome Juurin Yuugi: Maiden Infringement Play,,Hentai
5473,9013,Kuruneko Season 2,,"Comedy, Slice of Life"
5474,9014,Kuttsukiboshi,,"Romance, Supernatural, Drama, Shoujo Ai"
5475,9015,O-bake no... Holly,,"Comedy, Fantasy, Kids, Magic"
5476,9023,Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,,Comedy
5477,9028,Edokko Boy: Gatten Tasuke,,"Comedy, Martial Arts, Police, Sports"
5478,9032,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,,"Shounen, Sports, Super Power"
5479,9035,Lupin the Third x Monkey Majik,,"Adventure, Music"
5480,9040,Mokei Senshi Gunpla Builders Beginning G,,"Action, Mecha, Sci-Fi, Shounen"
5481,9041,IS: Infinite Stratos,Infinite Stratos,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha"
5482,9043,Majuu Sensen,,"Action, Fantasy"
5483,9045,Jack to Mame no Ki (OVA),,"Adventure, Kids, Fantasy"
5484,9047,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara,,"Action, Sci-Fi, Super Power"
5485,9053,Ice Movie,,"Action, Sci-Fi, Military"
5486,9055,Tamayura,,"Slice of Life, Comedy, Drama"
5487,9056,Agitated Screams of Maggots,,"Dementia, Music, Horror"
5488,9062,Angel Beats! Specials,,"Action, Comedy, Supernatural, School"
5489,9063,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,,"Comedy, Ecchi"
5490,9065,Hakuouki Hekketsuroku,Hakuoki ~Demon of the Fleeting Blossom~ Record of the Jade Blood,"Action, Drama, Historical, Josei, Samurai, Supernatural"
5491,9074,Arakawa Under the Bridge x Bridge,Arakawa Under the Bridge x Bridge,"Comedy, Romance, Seinen"
5492,9077,Rokudenashi Blues,,"Sports, Comedy, School, Drama, Shounen"
5493,9078,Rokudenashi Blues 1993,,"Action, Comedy, School, Drama, Sports, Shounen"
5494,9087,"Mobile Suit SD Gundam Musha, Knight, Commando","Musha, Knight, Commando: SD Gundam Emergency Sortie","Action, Fantasy, Mecha, Comedy, Parody"
5495,9088,Saiyuuki Gaiden,,"Action, Adventure, Drama, Fantasy"
5496,9091,Ikusa Otome Suvia Special,,"Fantasy, Hentai"
5497,9095,Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,The Story of Fifteen Boys,"Adventure, Historical"
5498,9098,Mobile Suit SD Gundam Festival,Mobile Suit SD Gundam Festival,"Action, Comedy, Fantasy, Mecha, Parody"
5499,9100,Umi Monogatari: Marin no Kore Naani?,"Umi Monogatari: Marin&#039;s ""What Is This?""",Comedy
5500,9106,Nogsaegjeoncha Haemosu,Hamos: The Green Chariot,"Action, Adventure, Fantasy, Shounen"
5501,9107,Pokemon Best Wishes!,Pokémon: Black & White,"Action, Adventure, Comedy, Fantasy, Kids"
5502,9117,Amagami SS OVA,Amagami SS,"Romance, School"
5503,9119,Chirorin Mura Monogatari,Nutsberry Town,"Kids, Slice of Life"
5504,9120,Beelzebub: Hirotta Akachan wa Daimaou!?,,"Action, Supernatural, Comedy, School, Demons, Shounen"
5505,9121,Heroman Specials,,"Action, Sci-Fi, Shounen"
5506,9124,Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,,"Comedy, Sports"
5507,9127,Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!,,"Action, Comedy, Shounen, Supernatural"
5508,9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,Saint Seiya: The Lost Canvas 2,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural"
5509,9135,Fullmetal Alchemist: The Sacred Star of Milos,Fullmetal Alchemist: The Sacred Star of Milos,"Action, Adventure, Fantasy, Magic, Comedy, Military, Drama, Shounen"
5510,9136,Kuroshitsuji II Specials,Black Butler II Specials,"Fantasy, Supernatural, Comedy, Parody, Shounen"
5511,9154,Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,Young Kindaichi&#039;s Casebook: Deep Blue Massacre,"Mystery, Shounen"
5512,9159,Kaibutsu Oujo (OVA),,"Action, Comedy, Horror, Supernatural, Shounen"
5513,9163,Attack No.1 (1970),,"Sports, Drama, Shoujo"
5514,9164,Attack No.1: Namida no Fushichou,,"Sports, Drama, Shoujo"
5515,9165,Attack No.1: Namida no Kaiten Receive,,"Sports, Drama, Shoujo"
5516,9166,Attack No.1: Namida no Sekai Senshuken,,"Sports, Drama, Shoujo"
5517,9167,Shukufuku no Campanella Specials,,Ecchi
5518,9170,Kimi ga Nozomu Eien: Gundam Parody,,"Mecha, Parody, Sci-Fi, Space"
5519,9172,Kaitei Sanman Mile,,"Adventure, Fantasy"
5520,9177,Burning Blood,,"Sports, Shounen"
5521,9181,Motto To LOVE-Ru,Motto To LOVE Ru,"Sci-Fi, Harem, Comedy, Ecchi, School, Shounen"
5522,9200,Dae Jang Geum: Jang Geum&#039;s Dream 2,,"Adventure, Comedy, Historical"
5523,9201,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,,"Action, Comedy, Ecchi, Shounen, Sports"
5524,9202,Seikon no Qwaser: Jotei no Shouzou,The Qwaser of Stigmata: Portrait of the Empress,"Action, Super Power, Supernatural, Ecchi, Seinen"
5525,9203,K-On!!: Ura-On!!,K-ON!!: Ura-On!!,Comedy
5526,9204,Omae Umasou da na,You Are Umasou,"Action, Adventure, Fantasy, Kids"
5527,9205,Kaichuu!,,"Comedy, Seinen, Sports"
5528,9211,Shikatte Ingo: Misaki Shunin no Buka Kyouiku-hen,Scold with Dirty Words,Hentai
5529,9212,Ruri-iro Princess,,"Romance, Shoujo"
5530,9213,Kowarekake no Orgel,,"Drama, Music, Sci-Fi, Slice of Life"
5531,9220,Seikimatsu Occult Gakuin Specials,Occult Academy Specials,"Comedy, Supernatural, School"
5532,9221,Kanzen Shouri Daiteiou,,"Action, Adventure, Kids, Mecha, Sci-Fi"
5533,9228,Wan Wan Chuushingura,,"Action, Adventure, Drama, Fantasy"
5534,9232,Yebisu Celebrities 1st,,Yaoi
5535,9239,Scoopers,,"Action, Sci-Fi"
5536,9241,Super Robot Taisen OG: The Inspector,Super Robot Wars OG: The Inspector,"Action, Mecha, Sci-Fi, Space"
5537,9252,Break Blade 3: Kyoujin no Ato,Broken Blade 3,"Action, Fantasy, Mecha, Military, Shounen"
5538,9253,Steins;Gate,Steins;Gate,"Thriller, Sci-Fi"
5539,9254,Mianhada Saranghanda,,Drama
5540,9257,Denki Musou Hana,Electric Full Flower Garden,Hentai
5541,9260,Kizumonogatari I: Tekketsu-hen,Kizumonogatari Part 1: Tekketsu,"Mystery, Supernatural, Vampire"
5542,9264,Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,,"Magic, Drama, Shoujo"
5543,9270,Imbalance Girl,,Hentai
5544,9274,Chou Seimeitai Transformers Beast Wars Metals: Convoy Daihenshin!,,"Action, Mecha, Sci-Fi, Super Power"
5545,9279,Bara no Hana to Joe,,"Kids, Drama"
5546,9282,Duel Masters Movie 3: Honoo no Kizuna XX,,"Game, Shounen"
5547,9284,Bakuhatsu Gorou,,"Comedy, Sports"
5548,9287,Inyouchuu Shoku: Ryoushokutou Taimaroku - Kanzenhan,Inyouchuu Shoku,"Hentai, Horror, Demons, Supernatural, Fantasy"
5549,9288,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,,"Fantasy, Kids, Magic, Shoujo"
5550,9289,Hanasaku Iroha,Hanasaku Iroha: Blossoms for Tomorrow,"Slice of Life, Comedy, Drama"
5551,9290,Moyashimon CGI Anime,,"Comedy, School, Supernatural"
5552,9291,Hello Kitty no Cinderella,Hello Kitty in Cinderella,"Kids, Fantasy"
5553,9308,Oni Chichi 2,,Hentai
5554,9309,Kansen 3: Shuto Houkai,,Hentai
5555,9310,Ryoujoku Famiresu Choukyou Menu,,Hentai
5556,9311,Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu,,Hentai
5557,9312,Mofukuzuma,,Hentai
5558,9314,Fractale,Fractale,"Adventure, Fantasy, Sci-Fi"
5559,9316,Toushindai My Lover: Minami tai Mecha-Minami,,Hentai
5560,9317,Doll Saaya,,Hentai
5561,9318,Samero,Wake Up,Dementia
5562,9322,HHH Triple Ecchi,,Hentai
5563,9324,Elf 17,,"Adventure, Martial Arts, Comedy, Mecha"
5564,9325,Shin Seiki Cream Lemon,,"Hentai, Yuri"
5565,9326,Yubisaki Annainin Shirudaku Settai Okawari Sanhaime,,Hentai
5566,9327,Seme♥Chichi,,Hentai
5567,9328,Shoujo Senki Soul Eater,,Hentai
5568,9330,Dragon Crisis!,,"Action, Magic, Romance, School, Seinen, Supernatural"
5569,9331,Yumekui Merry,Dream Eater Merry,"Action, Supernatural"
5570,9332,.hack//Quantum,,"Action, Adventure, Fantasy, Game, Sci-Fi"
5571,9333,Koi☆Sento,Coicent,"Comedy, Romance"
5572,9335,Megane na Kanojo,,"Comedy, Romance, School, Shounen"
5573,9337,Mayo Elle Otoko no Ko,,"Comedy, School"
5574,9339,Kuma no Gakkou: Jackie to Katie,,"Comedy, Kids"
5575,9340,Cheburashka,,Comedy
5576,9341,Try Z,,Hentai
5577,9342,Twinkle Nora Rock Me!,,"Action, Sci-Fi"
5578,9344,Torajima no Miime,,Slice of Life
5579,9345,Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,,"Comedy, Horror, School, Supernatural"
5580,9346,Battle Spirits: Brave,,"Game, Military, Sci-Fi, Adventure, Demons"
5581,9347,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,,"Harem, Comedy, Romance, Vampire, Fantasy"
5582,9348,Chibi Maruko-chan: Watashi no Suki na Uta,,"Music, Slice of Life, Drama, Romance, Shoujo"
5583,9352,Tenshi no Habataki Jun,,Hentai
5584,9353,D.C. I&II P.S.P. Re-Animated,,"Magic, Harem, Romance, Drama"
5585,9355,Sekirei: Pure Engagement Episode 0,,"Ecchi, Comedy, Harem"
5586,9356,Cool Cool Bye,,"Action, Adventure, Fantasy"
5587,9361,Molly Star-Racer,,"Mecha, Music"
5588,9362,Hyakka Ryouran: Samurai Girls Specials,,Ecchi
5589,9365,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,Sisters of Wellber - Elegy for a Sad Warrior,"Action, Adventure, Comedy, Fantasy"
5590,9366,Kaichou wa Maid-sama!: Omake dayo!,Maid Sama!: Omake dayo,"Comedy, School, Shoujo"
5591,9367,Freezing,Freezing,"Action, Sci-Fi, Harem, Drama, Romance, Ecchi, Martial Arts, Seinen"
5592,9371,Karl to Fushigi na Tou,,"Adventure, Mystery, Kids, Fantasy"
5593,9375,Netorare: Tanabe Yuuka no Dokuhaku,,Hentai
5594,9376,Yamato Takeru: After War,,"Action, Adventure, Fantasy, Magic, Space, Mecha, Sci-Fi, Shounen"
5595,9379,Denpa Onna to Seishun Otoko,Ground Control to Psychoelectric Girl,"Sci-Fi, Slice of Life, Comedy"
5596,9385,Rokushin Gattai GodMars (1982),Six God Combination GodMars: The Movie,"Action, Mecha, Sci-Fi, Space"
5597,9389,Ginga Hyouryuu Vifam: Kieta 12-nin,,"Sci-Fi, Adventure, Space, Mecha"
5598,9390,Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,,"Action, Adventure, Mecha, Sci-Fi"
5599,9391,Ginga Hyouryuu Vifam 13,,"Action, Adventure, Mecha, Sci-Fi"
5600,9392,Shounen Jack to Mahoutsukai,Young Jack and the Witch,"Adventure, Fantasy"
